item,term,candidate,prefixed,vocabulary,tier,fit,reason,definition,source,evidence,found_by
19,oht:primarySource,http://data.europa.eu/eli/ontology#cites,eli:cites,ELI,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Citation in the text of the legislation. This may be at the legal resource or legal expression level, as required by the implementation context. This includes verbatim citation and citations in referrals.",http://data.europa.eu/eli/ontology,definition from source file,bm25
19,oht:primarySource,http://purl.org/spar/cito/isCitedAsAuthorityBy,cito:isCitedAsAuthorityBy,CiTO,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A relation according to which the cited entity is cited as providing an authoritative description or definition of the subject under discussion in the citing entity.,http://purl.org/spar/cito,definition from source file,bm25
19,oht:primarySource,http://www.w3.org/ns/prov#wasPrimarySourceOf,prov:wasPrimarySourceOf,PROV-O,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",,https://www.w3.org/ns/prov.ttl,no definition in file,bm25
19,oht:primarySource,https://w3id.org/dpv#ConsultationWithAuthority,dpv:ConsultationWithAuthority,DPV core,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Consultation with an authority or authoritative entity,https://w3id.org/dpv,definition from source file,bm25
19,oht:primarySource,http://data.europa.eu/eli/ontology#LegalValue-authoritative,eli:LegalValue-authoritative,ELI,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","The publisher gives some special status to the publication of the document. (""The Queens Printer"" version of a UK Act of Parliament). This status is specific to UK where no text can be considered « definitive ».",http://data.europa.eu/eli/ontology,definition from source file,bm25
19,oht:primarySource,http://www.w3.org/ns/prov#PrimarySource,prov:PrimarySource,PROV-O,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","A primary source for a topic refers to something produced by some agent with direct experience and knowledge about the topic, at the time of the topic's study, without benefit from hindsight. Because of the directness of primary sources, they 'speak for themselves' in ways that cannot be captured through the filter of secondary sources. As such, it is important for secondary sources to reference those primary sources from which they were derived, so that their reliability can be investigated. A primary source relation is a particular case of derivation of secondary materials from their primary sources. It is recognized that the determination of primary sources can be up to interpretation, and should be done according to conventions accepted within the application's domain.",https://www.w3.org/ns/prov.ttl,definition from source file,bm25
19,oht:primarySource,http://purl.org/spar/cito/citesAsRelated,cito:citesAsRelated,CiTO,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A relation according to which the citing entity cites the cited entity as one that is related.,http://purl.org/spar/cito,definition from source file,bm25
19,oht:primarySource,http://purl.org/spar/cito/citesAsRecommendedReading,cito:citesAsRecommendedReading,CiTO,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A relation according to which the citing entity cites the cited entity as an item of recommended reading.,http://purl.org/spar/cito,definition from source file,bm25
20,oht:sourceType,http://www.w3.org/ns/prov#hadPrimarySource,prov:hadPrimarySource,PROV-O,1,exact,Primary case.,"[definition of prov:PrimarySource] A primary source for a topic refers to something produced by some agent with direct experience and knowledge about the topic, at the time of the topic's study, without benefit from hindsight. Because of the directness of primary sources, they 'speak for themselves' in ways that cannot be captured through the filter of secondary sources. As such, it is important for secondary sources to reference those primary sources from which they were derived, so that their reliability can be investigated. A primary source relation is a particular case of derivation of secondary materials from their primary sources. It is recognized that the determination of primary sources can be up to interpretation, and should be done according to conventions accepted within the application's domain.",https://www.w3.org/ns/prov.ttl,verified at source (definition carried by the qualified class),bm25+lead
20,oht:sourceType,http://www.w3.org/ns/prov#wasDerivedFrom,prov:wasDerivedFrom,PROV-O,1,super,Everything else; RO-Crate names it.,"A derivation is a transformation of an entity into another, an update of an entity resulting in a new one, or the construction of a new entity based on a pre-existing entity.",https://www.w3.org/ns/prov.ttl,verified at source,lead
20,oht:sourceType,http://www.w3.org/ns/prov#qualifiedPrimarySource,prov:qualifiedPrimarySource,PROV-O,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","If this Entity prov:hadPrimarySource Entity :e, then it can qualify how using prov:qualifiedPrimarySource [ a prov:PrimarySource; prov:entity :e; :foo :bar ].",https://www.w3.org/ns/prov.ttl,definition from source file,bm25
20,oht:sourceType,http://www.w3.org/ns/prov#PrimarySource,prov:PrimarySource,PROV-O,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","A primary source for a topic refers to something produced by some agent with direct experience and knowledge about the topic, at the time of the topic's study, without benefit from hindsight. Because of the directness of primary sources, they 'speak for themselves' in ways that cannot be captured through the filter of secondary sources. As such, it is important for secondary sources to reference those primary sources from which they were derived, so that their reliability can be investigated. A primary source relation is a particular case of derivation of secondary materials from their primary sources. It is recognized that the determination of primary sources can be up to interpretation, and should be done according to conventions accepted within the application's domain.",https://www.w3.org/ns/prov.ttl,definition from source file,bm25
20,oht:sourceType,http://www.w3.org/ns/prov#wasPrimarySourceOf,prov:wasPrimarySourceOf,PROV-O,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",,https://www.w3.org/ns/prov.ttl,no definition in file,bm25
20,oht:sourceType,http://data.europa.eu/eli/ontology#basis_for,eli:basis_for,ELI,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Indicates that this work or expression empowers another . Typically primary legislation is the basis for secondary legislation.,http://data.europa.eu/eli/ontology,definition from source file,bm25
20,oht:sourceType,http://purl.org/spar/cito/citesAsSourceDocument,cito:citesAsSourceDocument,CiTO,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","A relation according to which the citing entity cites the cited entity as being the entity from which the citing entity is derived, or about which the citing entity contains metadata.",http://purl.org/spar/cito,definition from source file,bm25
20,oht:sourceType,https://schema.org/digitalSourceType,schema:digitalSourceType,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Indicates an IPTCDigitalSourceEnumeration code indicating the nature of the digital source(s) for some [[CreativeWork]].,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
20,oht:sourceType,http://purl.org/spar/cito/isCitedAsSourceDocumentBy,cito:isCitedAsSourceDocumentBy,CiTO,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","A relation according to which the cited entity is cited as being the entity from which the citing entity is derived, or about which the citing entity contains metadata.",http://purl.org/spar/cito,definition from source file,bm25
20,oht:sourceType,http://purl.org/spar/cito/isCitedAsDataSourceBy,cito:isCitedAsDataSourceBy,CiTO,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A relation according to which the cited entity is cited as a data source by the citing entity.,http://purl.org/spar/cito,definition from source file,bm25
20,oht:sourceType,http://purl.org/spar/cito/citesAsDataSource,cito:citesAsDataSource,CiTO,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A relation according to which the citing entity cites the cited entity as source of data.,http://purl.org/spar/cito,definition from source file,bm25
20,oht:sourceType,https://schema.org/secondaryPrevention,schema:secondaryPrevention,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A preventative therapy used to prevent reoccurrence of the medical condition after an initial episode of the condition.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
20,oht:sourceType,http://xmlns.com/foaf/0.1/isPrimaryTopicOf,foaf:isPrimaryTopicOf,FOAF,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A document that this thing is the primary topic of.,http://xmlns.com/foaf/spec/index.rdf,definition from source file,bm25
20,oht:sourceType,http://xmlns.com/foaf/0.1/primaryTopic,foaf:primaryTopic,FOAF,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The primary topic of some page or document.,http://xmlns.com/foaf/spec/index.rdf,definition from source file,bm25
20,oht:sourceType,https://schema.org/legislationPassedBy,schema:legislationPassedBy,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","The person or organization that originally passed or made the law: typically parliament (for primary legislation) or government (for secondary legislation). This indicates the ""legal author"" of the law, as opposed to its physical author.",https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
20,oht:sourceType,https://w3id.org/dpv#SecondaryImportance,dpv:SecondaryImportance,DPV core,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Indication of 'secondary' or 'minor' or 'auxiliary' importance,https://w3id.org/dpv,definition from source file,bm25
21,oht:hasChange,http://purl.org/dc/terms/hasPart,dcterms:hasPart,DCMI Terms,1,super,A change entry is logically part of the version's record.,A related resource that is included either physically or logically in the described resource.,https://www.dublincore.org/specifications/dublin-core/dcmi-terms/dublin_core_terms.ttl,verified at source,bm25+lead
21,oht:hasChange,http://purl.org/skos-history/hasDelta,sh:hasDelta,skos-history,3,related,Version to delta; tier 3.,A delta for this version. The subject of the triple may be a dsv:VersionHistoryRecord.,http://purl.org/skos-history/,verified at source,bm25
21,oht:hasChange,https://w3id.org/airo#hasVersion,https://w3id.org/airo#hasVersion,AIRO,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Indicates the version of an entity.,https://w3id.org/airo,definition from source file,bm25
21,oht:hasChange,https://w3id.org/airo#hasPreDeterminedChange,https://w3id.org/airo#hasPreDeterminedChange,AIRO,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Indicates the changes that are planned to be applied to the system, components, or context of use.",https://w3id.org/airo,definition from source file,bm25
21,oht:hasChange,http://purl.org/dc/terms/hasVersion,dcterms:hasVersion,DCMI Terms,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","A related resource that is a version, edition, or adaptation of the described resource.",https://www.dublincore.org/specifications/dublin-core/dcmi-terms/dublin_core_terms.ttl,definition from source file,bm25
21,oht:hasChange,http://www.w3.org/ns/dcat#hasVersion,dcat:hasVersion,DCAT 3,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","This resource has a more specific, versioned resource [PAV].",https://www.w3.org/ns/dcat.ttl,definition from source file,bm25
21,oht:hasChange,http://www.w3.org/ns/dcat#hasCurrentVersion,dcat:hasCurrentVersion,DCAT 3,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","This resource has a more specific, versioned resource with equivalent content [PAV].",https://www.w3.org/ns/dcat.ttl,definition from source file,bm25
21,oht:hasChange,http://rdf-vocabulary.ddialliance.org/xkos#hasPart,xkos:hasPart,XKOS,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",,http://rdf-vocabulary.ddialliance.org/xkos,no definition in file,bm25
21,oht:hasChange,http://data.europa.eu/eli/ontology#has_part,eli:has_part,ELI,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","inverse of ""is_part_of""",http://data.europa.eu/eli/ontology,definition from source file,bm25
21,oht:hasChange,http://www.w3.org/ns/mls#hasPart,mls:hasPart,ML Schema,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A relation which represents a part-whole relationship holding between an entity and its part.,http://www.w3.org/ns/mls,definition from source file,bm25
21,oht:hasChange,https://schema.org/hasPart,schema:hasPart,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Indicates an item or CreativeWork that is part of this item, or CreativeWork (in some sense).",https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
21,oht:hasChange,https://w3id.org/airo#hasFrequency,https://w3id.org/airo#hasFrequency,AIRO,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Indicates frequency of an event, e.g. change.",https://w3id.org/airo,definition from source file,bm25
21,oht:hasChange,http://purl.org/pav/hasEarlierVersion,pav:hasEarlierVersion,PAV,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","This versioned resource has an earlier version. Any earlier version of this resource can be indicated with pav:hasEarlierVersion, e.g.: <http://example.com/v4> pav:hasEarlierVersion <http://example.com/v2> ; pav:hasEarlierVersion <http://example.com/v1> . The subproperty pav:previousVersion SHOULD be used if the earlier version is the direct ancestor of this version. <http://example.com/v4> pav:previousVersion <http://example.com/v3> . This property is transitive, so it should not be necessary to repeat the earlier versions of an earlier version. A chain of previous versions can be declared using the subproperty pav:previousVersion, implying that the previous previous version is also an earlier version. It might however still be useful to declare an earlier version explicitly, for instance because it is an earlier version of high relevance or because the complete chain of pav:previousVersion is not available. To indicate that this version is a snapshot of a more general, non-versioned resource, e.g. ""Weather Today"" vs. ""Weather Today on 2013-12-07"", see pav:hasVersion.",http://purl.org/pav/,definition from source file,bm25
21,oht:hasChange,http://data.europa.eu/eli/ontology#changes,eli:changes,ELI,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Indicates that this work or expression legally changes another. This encompasses the notions of amendment, replacement, repeal, or other types of change. This may be a direct change (textual or non-textual amendment) or a consequential or indirect change. Note, the property is to be used to express the existence of a change relationship between two acts rather than the existence of a consolidated version of the text that shows the result of the change. For consolidation relationships, use the ""consolidates"" and ""consolidated_by"" properties.",http://data.europa.eu/eli/ontology,definition from source file,bm25
21,oht:hasChange,https://schema.org/hasBioChemEntityPart,schema:hasBioChemEntityPart,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Indicates a BioChemEntity that (in some sense) has this BioChemEntity as a part.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
22,oht:changeType,http://purl.org/dc/terms/type,dcterms:type,DCMI Terms,1,exact,One type slot on a change.,The nature or genre of the resource.,https://www.dublincore.org/specifications/dublin-core/dcmi-terms/dublin_core_terms.ttl,verified at source,lead
22,oht:changeType,http://purl.obolibrary.org/obo/IAO_0000227,obo:IAO_0000227,OBO IAO,2,related,Value alignment: 'terms merged'.,The term has been combined with one or more other terms to create a more encompassing (merged) term.,http://purl.obolibrary.org/obo/iao.owl,verified at source,bm25
22,oht:changeType,http://purl.obolibrary.org/obo/IAO_0000229,obo:IAO_0000229,OBO IAO,2,related,Value alignment: 'term split'.,The term has been split into two or more new terms.,http://purl.obolibrary.org/obo/iao.owl,verified at source,bm25
22,oht:changeType,http://www.w3.org/2004/02/skos/core#changeNote,skos:changeNote,SKOS,1,related,Prose.,A note about a modification to a concept.,http://www.w3.org/2004/02/skos/core.rdf,verified at source,bm25
22,oht:changeType,http://www.w3.org/ns/prov#removedKey,prov:removedKey,PROV-O,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The key removed in a Removal.,https://www.w3.org/ns/prov.ttl,definition from source file,bm25
22,oht:changeType,https://schema.org/EventMovedOnline,schema:EventMovedOnline,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Indicates that the event was changed to allow online participation. See [[eventAttendanceMode]] for specifics of whether it is now fully or partially online.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
22,oht:changeType,https://schema.org/mapType,schema:mapType,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Indicates the kind of Map, from the MapCategoryType Enumeration.",https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
22,oht:changeType,https://schema.org/valueAddedTaxIncluded,schema:valueAddedTaxIncluded,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Specifies whether the applicable value-added tax (VAT) is included in the price specification or not.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
22,oht:changeType,https://schema.org/albumReleaseType,schema:albumReleaseType,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","The kind of release which this album is: single, EP or album.",https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
22,oht:changeType,https://schema.org/learningResourceType,schema:learningResourceType,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","The predominant type or kind characterizing the learning resource. For example, 'presentation', 'handout'.",https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
22,oht:changeType,http://purl.obolibrary.org/obo/IAO_0000002,obo:IAO_0000002,OBO IAO,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",,http://purl.obolibrary.org/obo/iao.owl,no definition in file,bm25
22,oht:changeType,http://purl.obolibrary.org/obo/IAO_0006011,obo:IAO_0006011,OBO IAO,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A annotation relationship between two terms in an ontology that may refer to the same (natural) type but where more evidence is required before terms are merged.,http://purl.obolibrary.org/obo/iao.owl,definition from source file,bm25
22,oht:changeType,http://purl.org/iso25964/skos-thes#plusUF,http://purl.org/iso25964/skos-thes#plusUF,ISO 25964 SKOS extension,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Definition: ISO 25964-1: UF+ The non preferred term labeling a complex concept. The complex concept will be identified by splitting the non preferred term into 2 or more (component) preferred terms.,http://purl.org/iso25964/skos-thes,definition from source file,bm25
22,oht:changeType,http://rdf-vocabulary.ddialliance.org/discovery#kindOfData,disco:kindOfData,DDI Discovery,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","The general kind of data (e.g. geospatial, register, survey) collected in this study, given either as a skos:Concept, or as a blank node with attached free-text rdfs:label.",http://rdf-vocabulary.ddialliance.org/discovery,definition from source file,bm25
22,oht:changeType,https://w3id.org/airo#hasPreDeterminedChange,https://w3id.org/airo#hasPreDeterminedChange,AIRO,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Indicates the changes that are planned to be applied to the system, components, or context of use.",https://w3id.org/airo,definition from source file,bm25
22,oht:changeType,https://schema.org/contactType,schema:contactType,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","A person or organization can have different contact points, for different purposes. For example, a sales contact point, a PR contact point and so on. This property is used to specify the kind of contact point.",https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
23,oht:affectsConcept,http://purl.org/dc/terms/subject,dcterms:subject,DCMI Terms,1,related,"Topic, odd for an operand.",A topic of the resource.,https://www.dublincore.org/specifications/dublin-core/dcmi-terms/dublin_core_terms.ttl,verified at source,lead
23,oht:affectsConcept,http://www.w3.org/ns/prov#used,prov:used,PROV-O,1,related,Requires the change to be an activity (see item 3).,"A prov:Entity that was used by this prov:Activity. For example, :baking prov:used :spoon, :egg, :oven .",https://www.w3.org/ns/prov.ttl,verified at source,lead
23,oht:affectsConcept,http://www.w3.org/ns/oa#hasTarget,oa:hasTarget,Web Annotation,1,related,Domain oa:Annotation.,The relationship between an Annotation and its Target.,https://www.w3.org/ns/oa.ttl,verified at source,bm25+lead
23,oht:affectsConcept,http://www.w3.org/ns/org#changedBy,http://www.w3.org/ns/org#changedBy,ORG,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Indicates a change event which resulted in a change to this organization. Depending on the event the organization may or may not have continued to exist after the event. Inverse of `org:originalOrganization`.,https://www.w3.org/ns/org.ttl,definition from source file,bm25
23,oht:affectsConcept,http://data.europa.eu/eli/ontology#changed_by,eli:changed_by,ELI,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Inverse of « changes ». Indicates that this work or expression is being legally changed by another. This encompasses the notions of amendment, replacement, repeal, or other types of change.",http://data.europa.eu/eli/ontology,definition from source file,bm25
23,oht:affectsConcept,http://rdf-vocabulary.ddialliance.org/xkos#targetConcept,xkos:targetConcept,XKOS,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",,http://rdf-vocabulary.ddialliance.org/xkos,no definition in file,bm25
23,oht:affectsConcept,http://www.w3.org/ns/odrl/2/target,odrl:target,ODRL,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The target property indicates the Asset that is the primary subject to which the Rule action directly applies.,https://www.w3.org/ns/odrl/2/ODRL22.ttl,definition from source file,bm25
23,oht:affectsConcept,http://www.w3.org/2004/02/skos/core#changeNote,skos:changeNote,SKOS,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A note about a modification to a concept.,http://www.w3.org/2004/02/skos/core.rdf,definition from source file,bm25
23,oht:affectsConcept,https://w3id.org/airo#hasChangedEntity,https://w3id.org/airo#hasChangedEntity,AIRO,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Indicates the entity that is being changed.,https://w3id.org/airo,definition from source file,bm25
23,oht:affectsConcept,http://purl.org/skos-history/concepthistory,sh:concepthistory,skos-history,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Collects the concept deltas of a concept (given in the subject of the triple).,http://purl.org/skos-history/,definition from source file,bm25
23,oht:affectsConcept,http://www.w3.org/ns/org#originalOrganization,http://www.w3.org/ns/org#originalOrganization,ORG,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Indicates one or more organizations that existed before the change event. Depending on the event they may or may not have continued to exist after the event. Inverse of `org:changedBy`.,https://www.w3.org/ns/org.ttl,definition from source file,bm25
23,oht:affectsConcept,http://www.w3.org/ns/oa#editing,oa:editing,Web Annotation,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The motivation for when the user intends to request a change or edit to the Target resource.,https://www.w3.org/ns/oa.ttl,definition from source file,bm25
23,oht:affectsConcept,https://schema.org/object,schema:object,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","The object upon which the action is carried out, whose state is kept intact or changed. Also known as the semantic roles patient, affected or undergoer (which change their state) or theme (which doesn't). E.g. John read *a book*.",https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
23,oht:affectsConcept,https://schema.org/target,schema:target,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Indicates a target EntryPoint, or url, for an Action.",https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
23,oht:affectsConcept,https://schema.org/targetCollection,schema:targetCollection,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A sub property of object. The collection target of the action.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
23,oht:affectsConcept,https://schema.org/targetUrl,schema:targetUrl,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The URL of a node in an established educational framework.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
23,oht:affectsConcept,https://schema.org/targetName,schema:targetName,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The name of a node in an established educational framework.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
24,oht:officialMapping,http://rdf-vocabulary.ddialliance.org/xkos#Correspondence,xkos:Correspondence,XKOS,2,exact,"A correspondence between two concept schemes, which the issuer's crosswalk is.",The complete collection of such associations for all the concepts in two SKOS Concept Schemes forms a correspondence and is expressed as an instance of the xkos:Correspondence class.,https://rdf-vocabulary.ddialliance.org/xkos.html (section 7),verified at source (specification text),bm25+lead
24,oht:officialMapping,http://purl.org/dc/terms/relation,dcterms:relation,DCMI Terms,1,super,Too vague to help.,A related resource.,https://www.dublincore.org/specifications/dublin-core/dcmi-terms/dublin_core_terms.ttl,verified at source,lead
24,oht:officialMapping,http://www.w3.org/ns/dcat#previousVersion,dcat:previousVersion,DCAT 3,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The previous version of a resource in a lineage [PAV].,https://www.w3.org/ns/dcat.ttl,definition from source file,bm25
24,oht:officialMapping,https://w3id.org/sssom/mapping_tool_version,sssom:mapping_tool_version,SSSOM,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Version string that denotes the version of the mapping tool used.,https://w3id.org/sssom/,definition from source file,bm25
24,oht:officialMapping,owl:versionInfo,owl:versionInfo,SSSOM,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A version string for the mapping.,https://w3id.org/sssom/,definition from source file,bm25
24,oht:officialMapping,http://www.w3.org/ns/adms#versionNotes,adms:versionNotes,ADMS,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A description of changes between this version and the previous version of the Asset.,https://www.w3.org/ns/adms.ttl,definition from source file,bm25
24,oht:officialMapping,http://purl.org/pav/version,pav:version,PAV,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","The version number of a resource. This is a freetext string, typical values are ""1.5"" or ""21"". The URI identifying the previous version can be provided using prov:previousVersion. This property is normally used in a functional way, although PAV does not formally restrict this.",http://purl.org/pav/,definition from source file,bm25
24,oht:officialMapping,http://purl.org/pav/hasEarlierVersion,pav:hasEarlierVersion,PAV,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","This versioned resource has an earlier version. Any earlier version of this resource can be indicated with pav:hasEarlierVersion, e.g.: <http://example.com/v4> pav:hasEarlierVersion <http://example.com/v2> ; pav:hasEarlierVersion <http://example.com/v1> . The subproperty pav:previousVersion SHOULD be used if the earlier version is the direct ancestor of this version. <http://example.com/v4> pav:previousVersion <http://example.com/v3> . This property is transitive, so it should not be necessary to repeat the earlier versions of an earlier version. A chain of previous versions can be declared using the subproperty pav:previousVersion, implying that the previous previous version is also an earlier version. It might however still be useful to declare an earlier version explicitly, for instance because it is an earlier version of high relevance or because the complete chain of pav:previousVersion is not available. To indicate that this version is a snapshot of a more general, non-versioned resource, e.g. ""Weather Today"" vs. ""Weather Today on 2013-12-07"", see pav:hasVersion.",http://purl.org/pav/,definition from source file,bm25
24,oht:officialMapping,http://purl.org/pav/previousVersion,pav:previousVersion,PAV,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","The previous version of a resource in a lineage. For instance a news article updated to correct factual information would point to the previous version of the article with pav:previousVersion. If however the content has significantly changed so that the two resources no longer share lineage (say a new article that talks about the same facts), they can instead be related using pav:derivedFrom. This property is normally used in a functional way, although PAV does not formally restrict this. Earlier versions which are not direct ancestors of this resource may instead be provided using the superproperty pav:hasEarlierVersion. A version number of this resource can be provided using the data property pav:version. To indicate that this version is a snapshot of a more general, non-versioned resource, e.g. ""Weather Today"" vs. ""Weather Today on 2013-12-07"", see pav:hasVersion. Note that it might be confusing to indicate pav:previousVersion from a resource that also has pav:hasVersion or pav:hasCurrentVersion relations, as such resources are intended to be a long-living and ""unversioned"", while pav:previousVersion is intended for use between permalink-like ""snapshots"" arranged in a linear history.",http://purl.org/pav/,definition from source file,bm25
24,oht:officialMapping,https://w3id.org/sssom/sssom_version,sssom:sssom_version,SSSOM,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The version of the SSSOM specification a mapping set is compliant with.,https://w3id.org/sssom/,definition from source file,bm25
24,oht:officialMapping,http://www.w3.org/ns/adms#prev,adms:prev,ADMS,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A link to the previous version of the Asset.,https://www.w3.org/ns/adms.ttl,definition from source file,bm25
24,oht:officialMapping,http://www.w3.org/ns/odrl/2/assigner,odrl:assigner,ODRL,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The Party is the issuer of the Rule.,https://www.w3.org/ns/odrl/2/ODRL22.ttl,definition from source file,bm25
24,oht:officialMapping,http://rdf-vocabulary.ddialliance.org/xkos#previous,xkos:previous,XKOS,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",immediate predecessor in the sequence,http://rdf-vocabulary.ddialliance.org/xkos,definition from source file,bm25
24,oht:officialMapping,http://www.w3.org/ns/dcat#prev,dcat:prev,DCAT 3,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The previous resource (before the current one) in an ordered collection or series of resources.,https://www.w3.org/ns/dcat.ttl,definition from source file,bm25
24,oht:officialMapping,https://schema.org/previousItem,schema:previousItem,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A link to the ListItem that precedes the current one.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
